Fecha,Ubicacion,Local,Resultado,Visitante,year
12 de marzo,Cali,América de Cali,1:0,Santa Fe,1980
16 de marzo,Quito,Universidad Católica,4:2,América de Cali,1980
16 de marzo,Guayaquil,Emelec,0:2,Santa Fe,1980
19 de marzo,Bogotá,Santa Fe,1:1,América de Cali,1980
23 de marzo,Quito,Universidad Católica,5:0,Emelec,1980
26 de marzo,Quito,Universidad Católica,1:0,Santa Fe,1980
26 de marzo,Guayaquil,Emelec,1:2,América de Cali,1980
30 de marzo,Cali,América de Cali,1:0,Universidad Católica,1980
30 de marzo,Bogotá,Santa Fe,1:2,Emelec,1980
2 de abril,Bogotá,Santa Fe,1:0,Universidad Católica,1980
2 de abril,Cali,América de Cali,4:1,Emelec,1980
19 de marzo,Santiago,Colo-Colo,1:1,O'Higgins,1980
21 de marzo,Asunción,Sol de América,2:1,Cerro Porteño,1980
25 de marzo,Asunción,Sol de América,1:4,O'Higgins,1980
28 de marzo,Asunción,Cerro Porteño,1:0,O'Higgins,1980
8 de abril,Asunción,Cerro Porteño,5:3,Colo-Colo,1980
11 de abril,Asunción,Sol de América,2:1,Colo-Colo,1980
16 de abril,Rancagua,O'Higgins,1:3,Colo-Colo,1980
16 de abril,Asunción,Cerro Porteño,0:0,Sol de América,1980
22 de abril,Santiago,Colo-Colo,2:1,Cerro Porteño,1980
22 de abril,Rancagua,O'Higgins,2:0,Sol de América,1980
25 de abril,Santiago,Colo-Colo,1:1,Sol de América,1980
25 de abril,Rancagua,O'Higgins,0:0,Cerro Porteño,1980
13 de junio,Buenos Aires,Vélez Sarsfield,0:1,Internacional,1980
18 de junio,Cali,América de Cali,0:0,Vélez Sarsfield,1980
25 de junio,Porto Alegre,Internacional,3:1,Vélez Sarsfield,1980
2 de julio,Cali,América de Cali,0:0,Internacional,1980
10 de julio,Porto Alegre,Internacional,0:0,América de Cali,1980
16 de julio,Buenos Aires,Vélez Sarsfield,0:0,América de Cali,1980
21 de mayo,Santiago,O'Higgins,0:1,Nacional,1980
11 de junio,Santiago,O'Higgins,0:1,Olimpia,1980
18 de junio,Asunción,Olimpia,0:1,Nacional,1980
2 de julio,Montevideo,Nacional,1:1,Olimpia,1980
9 de julio,Asunción,Olimpia,2:0,O'Higgins,1980
16 de julio,Montevideo,Nacional,2:0,O'Higgins,1980
30 de julio de 1980,Porto Alegre,Internacional,0:0,Nacional,1980
6 de agosto de 1980,Montevideo,Nacional,1:0,Internacional,1980
18 de marzo,Rosario,Rosario Central,0:1,River Plate,1981
25 de marzo,Barranquilla,Junior,1:0,Deportivo Cali,1981
31 de marzo,Barranquilla,Junior,0:0,River Plate,1981
31 de marzo,Cali,Deportivo Cali,1:0,Rosario Central,1981
3 de abril,Barranquilla,Junior,1:2,Rosario Central,1981
3 de abril,Cali,Deportivo Cali,2:1,River Plate,1981
9 de abril,Cali,Deportivo Cali,4:1,Junior,1981
21 de abril,Buenos Aires,River Plate,1:2,Deportivo Cali,1981
22 de abril,Rosario,Rosario Central,5:0,Junior,1981
24 de abril,Buenos Aires,River Plate,3:0,Junior,1981
24 de abril,Rosario,Rosario Central,2:1,Deportivo Cali,1981
19 de mayo,Buenos Aires,River Plate,3:2,Rosario Central,1981
25 de marzo,Montevideo,Peñarol,3:1,Bella Vista,1981
5 de abril,Mérida,Estudiantes de Mérida,1:1,Portuguesa,1981
22 de abril,Acarigua,Portuguesa,0:1,Peñarol,1981
22 de abril,Mérida,Estudiantes de Mérida,1:4,Bella Vista,1981
26 de abril,Acarigua,Portuguesa,0:4,Bella Vista,1981
26 de abril,Mérida,Estudiantes de Mérida,0:2,Peñarol,1981
3 de mayo,Acarigua,Portuguesa,0:0,Estudiantes de Mérida,1981
6 de mayo,Montevideo,Bella Vista,0:0,Peñarol,1981
13 de mayo,Montevideo,Peñarol,3:0,Portuguesa,1981
13 de mayo,Montevideo,Bella Vista,3:1,Estudiantes de Mérida,1981
17 de mayo,Montevideo,Bella Vista,4:0,Portuguesa,1981
18 de mayo,Montevideo,Peñarol,4:2,Estudiantes de Mérida,1981
3 de julio,Belo Horizonte,Atlético Mineiro,2:2,Flamengo,1981
7 de julio,Asunción,Cerro Porteño,0:0,Olimpia,1981
14 de julio,Río de Janeiro,Flamengo,5:2,Cerro Porteño,1981
17 de julio,Asunción,Olimpia,0:0,Atlético Mineiro,1981
21 de julio,Asunción,Cerro Porteño,0:1,Atlético Mineiro,1981
24 de julio,Río de Janeiro,Flamengo,1:1,Olimpia,1981
28 de julio,Belo Horizonte,Atlético Mineiro,1:0,Olimpia,1981
31 de julio,Belo Horizonte,Atlético Mineiro,2:2,Cerro Porteño,1981
7 de agosto,Río de Janeiro,Flamengo,2:2,Atlético Mineiro,1981
8 de agosto,Asunción,Olimpia,0:3,Cerro Porteño,1981
11 de agosto,Asunción,Cerro Porteño,2:4,Flamengo,1981
14 de agosto,Asunción,Olimpia,0:0,Flamengo,1981
29 de marzo,Cochabamba,Jorge Wilstermann,3:2,The Strongest,1981
29 de marzo,Guayaquil,Barcelona,2:1,Técnico Universitario,1981
4 de abril,Ambato,Técnico Universitario,1:2,Jorge Wilstermann,1981
5 de abril,Guayaquil,Barcelona,2:1,The Strongest,1981
8 de abril,Ambato,Técnico Universitario,2:3,The Strongest,1981
8 de abril,Guayaquil,Barcelona,3:0,Jorge Wilstermann,1981
12 de abril,Cochabamba,Jorge Wilstermann,3:1,Técnico Universitario,1981
12 de abril,La Paz,The Strongest,1:0,Barcelona,1981
19 de abril,Cochabamba,Jorge Wilstermann,1:0,Barcelona,1981
19 de abril,La Paz,The Strongest,4:2,Técnico Universitario,1981
26 de abril,La Paz,The Strongest,2:0,Jorge Wilstermann,1981
26 de abril,Ambato,Técnico Universitario,4:1,Barcelona,1981
18 de marzo,Santiago,Universidad de Chile,0:0,Cobreloa,1981
18 de marzo,Lima,Sporting Cristal,2:1,Atlético Torino,1981
24 de marzo,Lima,Sporting Cristal,3:2,Universidad de Chile,1981
24 de marzo,Lima,Atlético Torino,1:1,Cobreloa,1981
27 de marzo,Lima,Sporting Cristal,0:0,Cobreloa,1981
27 de marzo,Lima,Atlético Torino,1:2,Universidad de Chile,1981
7 de abril,Calama,Cobreloa,1:0,Universidad de Chile,1981
7 de abril,Lima,Atlético Torino,1:2,Sporting Cristal,1981
10 de abril,Calama,Cobreloa,6:1,Atlético Torino,1981
10 de abril,Santiago,Universidad de Chile,1:1,Sporting Cristal,1981
14 de abril,Calama,Cobreloa,6:1,Sporting Cristal,1981
14 de abril,Santiago,Universidad de Chile,3:0,Atlético Torino,1981
2 de octubre,Cali,Deportivo Cali,0:1,Flamengo,1981
13 de octubre,Cochabamba,Jorge Wilstermann,1:2,Flamengo,1981
16 de octubre,Cali,Deportivo Cali,1:0,Jorge Wilstermann,1981
23 de octubre,Río de Janeiro,Flamengo,3:0,Deportivo Cali,1981
27 de octubre,Cochabamba,Jorge Wilstermann,1:1,Deportivo Cali,1981
30 de octubre,Río de Janeiro,Flamengo,4:1,Jorge Wilstermann,1981
30 de septiembre,Montevideo,Peñarol,1:1,Nacional,1981
8 de octubre,Montevideo,Nacional,1:2,Cobreloa,1981
13 de octubre,Montevideo,Peñarol,0:1,Cobreloa,1981
21 de octubre,Montevideo,Nacional,1:1,Peñarol,1981
28 de octubre,Calama,Cobreloa,4:2,Peñarol,1981
4 de noviembre,Calama,Cobreloa,2:2,Nacional,1981
13 de noviembre de 1981,Río de Janeiro,Flamengo,2:1,Cobreloa,1981
20 de noviembre de 1981,Santiago,Cobreloa,1:0,Flamengo,1981
23 de noviembre de 1981,Montevideo,Flamengo,2:0,Cobreloa,1981
30 de junio,Cochabamba,Jorge Wilstermann,1:0,Boca Juniors,1982
27 de julio,La Paz,The Strongest,       1:0[n. 1]​,River Plate,1982
5 de agosto,Buenos Aires,Boca Juniors,0:0,River Plate,1982
11 de agosto,La Paz,The Strongest,1:0,Boca Juniors,1982
15 de agosto,Cochabamba,Jorge Wilstermann,1:2,The Strongest,1982
20 de agosto,Cochabamba,Jorge Wilstermann,0:1,River Plate,1982
31 de agosto,Buenos Aires,Boca Juniors,1:0,The Strongest,1982
3 de septiembre,Buenos Aires,River Plate,4:1,The Strongest,1982
14 de septiembre,Buenos Aires,River Plate,3:0,Jorge Wilstermann,1982
17 de septiembre,Buenos Aires,Boca Juniors,2:2,Jorge Wilstermann,1982
30 de septiembre,La Paz,The Strongest,1:1,Jorge Wilstermann,1982
30 de septiembre,Buenos Aires,River Plate,1:0,Boca Juniors,1982
5 de agosto,Montevideo,Peñarol,3:0,Defensor Sporting,1982
13 de agosto,São Paulo,São Paulo,2:2,Grêmio,1982
17 de agosto,Montevideo,Defensor Sporting,1:3,São Paulo,1982
20 de agosto,Montevideo,Peñarol,1:0,São Paulo,1982
24 de agosto,Montevideo,Defensor Sporting,0:0,Grêmio,1982
27 de agosto,Montevideo,Peñarol,1:0,Grêmio,1982
3 de septiembre,Porto Alegre,Grêmio,0:0,São Paulo,1982
9 de septiembre,Montevideo,Defensor Sporting,0:0,Peñarol,1982
14 de septiembre,São Paulo,São Paulo,0:1,Peñarol,1982
17 de septiembre,Porto Alegre,Grêmio,3:1,Peñarol,1982
21 de septiembre,São Paulo,São Paulo,2:1,Defensor Sporting,1982
24 de septiembre,Porto Alegre,Grêmio,1:2,Defensor Sporting,1982
24 de marzo,San Cristóbal,Deportivo Táchira,0:0,Estudiantes de Mérida,1982
24 de marzo,Medellín,Atlético Nacional,0:3,Deportes Tolima,1982
28 de marzo,Mérida,Estudiantes de Mérida,1:3,Atlético Nacional,1982
28 de marzo,San Cristóbal,Deportivo Táchira,0:2,Deportes Tolima,1982
31 de marzo,Mérida,Estudiantes de Mérida,1:1,Deportes Tolima,1982
31 de marzo,San Cristóbal,Deportivo Táchira,0:0,Atlético Nacional,1982
14 de abril,Mérida,Estudiantes de Mérida,1:0,Deportivo Táchira,1982
14 de abril,Bogotá,Deportes Tolima,0:0,Atlético Nacional,1982
18 de abril,Medellín,Atlético Nacional,2:0,Estudiantes de Mérida,1982
18 de abril,Bogotá,Deportes Tolima,2:2,Deportivo Táchira,1982
21 de abril,Medellín,Atlético Nacional,1:0,Deportivo Táchira,1982
21 de abril,Bogotá,Deportes Tolima,1:0,Estudiantes de Mérida,1982
7 de marzo,Guayaquil,Barcelona,4:1,Liga de Quito,1982
14 de marzo,Quito,Liga de Quito,4:2,Barcelona,1982
4 de agosto,Santiago,Colo-Colo,0:0,Cobreloa,1982
18 de agosto,Quito,Liga de Quito,2:2,Colo-Colo,1982
18 de agosto,Guayaquil,Barcelona,1:1,Cobreloa,1982
22 de agosto,Quito,Liga de Quito,0:0,Cobreloa,1982
22 de agosto,Guayaquil,Barcelona,1:3,Colo-Colo,1982
7 de septiembre,Calama,Cobreloa,3:0,Barcelona,1982
7 de septiembre,Santiago,Colo-Colo,1:0,Liga de Quito,1982
10 de septiembre,Calama,Cobreloa,3:1,Liga de Quito,1982
10 de septiembre,Santiago,Colo-Colo,2:0,Barcelona,1982
22 de septiembre,Calama,Cobreloa,2:0,Colo-Colo,1982
13 de marzo,Arequipa,Melgar,2:1,Deportivo Municipal,1982
14 de marzo,Asunción,Olimpia,1:1,Sol de América,1982
20 de marzo,Lima,Deportivo Municipal,1:2,Olimpia,1982
24 de marzo,Arequipa,Melgar,0:3,Olimpia,1982
27 de marzo,Lima,Deportivo Municipal,0:3,Sol de América,1982
31 de marzo,Arequipa,Melgar,3:2,Sol de América,1982
3 de abril,Lima,Deportivo Municipal,0:2,Melgar,1982
4 de abril,Asunción,Sol de América,1:1,Olimpia,1982
14 de abril,Asunción,Sol de América,2:1,Deportivo Municipal,1982
18 de abril,Asunción,Olimpia,1:0,Deportivo Municipal,1982
21 de abril,Asunción,Sol de América,0:2,Melgar,1982
25 de abril,Asunción,Olimpia,4:0,Melgar,1982
19 de octubre,Montevideo,Peñarol,1:0,Flamengo,1982
22 de octubre,Buenos Aires,River Plate,0:3,Flamengo,1982
28 de octubre,Buenos Aires,River Plate,2:4,Peñarol,1982
2 de noviembre,Río de Janeiro,Flamengo,4:2,River Plate,1982
12 de noviembre,Montevideo,Peñarol,2:1,River Plate,1982
16 de noviembre,Río de Janeiro,Flamengo,0:1,Peñarol,1982
17 de octubre,Bogotá,Deportes Tolima,1:0,Cobreloa,1982
21 de octubre,Bogotá,Deportes Tolima,1:1,Olimpia,1982
26 de octubre,Santiago,Cobreloa,3:0,Deportes Tolima,1982
29 de octubre,Asunción,Olimpia,2:0,Deportes Tolima,1982
5 de noviembre,Asunción,Olimpia,1:1,Cobreloa,1982
10 de noviembre,Santiago,Cobreloa,1:0,Olimpia,1982
26 de noviembre de 1982,Montevideo,Peñarol,0:0,Cobreloa,1982
30 de noviembre de 1982,Santiago,Cobreloa,0:1,Peñarol,1982
17 de marzo,La Plata,Estudiantes (LP),0:0,Ferro Carril Oeste,1983
23 de marzo,Santiago,Colo-Colo,2:1,Cobreloa,1983
5 de abril,Calama,Cobreloa,3:0,Estudiantes (LP),1983
5 de abril,Santiago,Colo-Colo,1:0,Ferro Carril Oeste,1983
8 de abril,Calama,Cobreloa,2:1,Ferro Carril Oeste,1983
8 de abril,Santiago,Colo-Colo,1:0,Estudiantes (LP),1983
12 de abril,La Plata,Estudiantes (LP),4:1,Colo-Colo,1983
16 de abril,Buenos Aires,Ferro Carril Oeste,1:0,Colo-Colo,1983
10 de mayo,La Plata,Estudiantes (LP),2:0,Cobreloa,1983
13 de mayo,Buenos Aires,Ferro Carril Oeste,1:0,Cobreloa,1983
8 de junio,Calama,Cobreloa,2:0,Colo-Colo,1983
8 de junio,Buenos Aires,Ferro Carril Oeste,1:2,Estudiantes (LP),1983
4 de marzo,Porto Alegre,Grêmio,1:1,Flamengo,1983
13 de marzo,La Paz,Bolívar,6:0,Blooming,1983
22 de marzo,Santa Cruz,Blooming,0:2,Grêmio,1983
25 de marzo,La Paz,Bolívar,1:2,Grêmio,1983
5 de abril,Santa Cruz,Blooming,0:0,Flamengo,1983
8 de abril,La Paz,Bolívar,3:1,Flamengo,1983
15 de abril,Santa Cruz,Blooming,3:0,Bolívar,1983
22 de abril,Río de Janeiro,Flamengo,7:1,Blooming,1983
26 de abril,Porto Alegre,Grêmio,2:0,Blooming,1983
31 de mayo,Porto Alegre,Grêmio,3:1,Bolívar,1983
3 de junio,Río de Janeiro,Flamengo,5:2,Bolívar,1983
5 de junio,Río de Janeiro,Flamengo,1:3,Grêmio,1983
12 de marzo,Lima,Universitario,0:0,Alianza Lima,1983
16 de marzo,Cali,América de Cali,1:1,Deportes Tolima,1983
19 de marzo,Lima,Universitario,2:2,Deportes Tolima,1983
23 de marzo,Lima,Alianza Lima,0:1,Deportes Tolima,1983
27 de marzo,Lima,Alianza Lima,1:2,América de Cali,1983
30 de marzo,Lima,Universitario,1:1,América de Cali,1983
13 de abril,Lima,Alianza Lima,2:1,Universitario,1983
13 de abril,Ibagué,Deportes Tolima,0:2,América de Cali,1983
24 de abril,Cali,América de Cali,2:0,Universitario,1983
24 de abril,Ibagué,Deportes Tolima,0:0,Alianza Lima,1983
27 de abril,Cali,América de Cali,2:0,Alianza Lima,1983
27 de abril,Ibagué,Deportes Tolima,1:1,Universitario,1983
27 de marzo,Quito,El Nacional,3:1,Barcelona,1983
27 de marzo,San Cristóbal,Atlético San Cristóbal,2:0,Deportivo Táchira,1983
6 de abril,San Cristóbal,Atlético San Cristóbal,2:0,Barcelona,1983
10 de abril,San Cristóbal,Deportivo Táchira,1:1,Barcelona,1983
13 de abril,San Cristóbal,Deportivo Táchira,0:0,El Nacional,1983
17 de abril,San Cristóbal,Atlético San Cristóbal,1:0,El Nacional,1983
24 de abril,San Cristóbal,Deportivo Táchira,0:0,Atlético San Cristóbal,1983
24 de abril,Guayaquil,Barcelona,2:0,El Nacional,1983
6 de mayo,Quito,El Nacional,3:0,Deportivo Táchira,1983
8 de mayo,Guayaquil,Barcelona,3:3,Atlético San Cristóbal,1983
11 de mayo,Quito,El Nacional,1:0,Atlético San Cristóbal,1983
No se disputó[n. 1]​,–,Barcelona,:,Deportivo Táchira,1983
6 de abril,Montevideo,Nacional (URU),1:1,Montevideo Wanderers,1983
6 de abril,Asunción,Olimpia,1:2,Nacional (PAR),1983
12 de abril,Montevideo,Montevideo Wanderers,3:1,Nacional (PAR),1983
15 de abril,Montevideo,Nacional (URU),4:2,Nacional (PAR),1983
20 de abril,Asunción,Olimpia,0:1,Nacional (URU),1983
27 de abril,Asunción,Nacional (PAR),0:0,Olimpia,1983
27 de abril,Montevideo,Montevideo Wanderers,1:0,Nacional (URU),1983
3 de mayo,Asunción,Nacional (PAR),1:1,Montevideo Wanderers,1983
6 de mayo,Asunción,Olimpia,2:3,Montevideo Wanderers,1983
11 de mayo,Asunción,Nacional (PAR),0:3,Nacional (URU),1983
16 de mayo,Montevideo,Montevideo Wanderers,0:0,Olimpia,1983
23 de mayo,Montevideo,Nacional (URU),3:0,Olimpia,1983
21 de junio,Porto Alegre,Grêmio,2:1,Estudiantes (LP),1983
24 de junio,Cali,América de Cali,1:0,Grêmio,1983
1 de julio,La Plata,Estudiantes (LP),2:0,América de Cali,1983
6 de julio,Porto Alegre,Grêmio,2:1,América de Cali,1983
8 de julio,La Plata,Estudiantes (LP),3:3,Grêmio,1983
15 de julio,Cali,América de Cali,0:0,Estudiantes (LP),1983
18 de junio,San Cristóbal,Atlético San Cristóbal,0:0,Peñarol,1983
26 de junio,San Cristóbal,Atlético San Cristóbal,1:2,Nacional,1983
5 de julio,Montevideo,Peñarol,2:0,Nacional,1983
8 de julio,Montevideo,Nacional,5:1,Atlético San Cristóbal,1983
13 de julio,Montevideo,Peñarol,1:0,Atlético San Cristóbal,1983
15 de julio,Montevideo,Nacional,1:2,Peñarol,1983
22 de julio de 1983,Montevideo,Peñarol,1:1,Grêmio,1983
28 de julio de 1983,Porto Alegre,Grêmio,2:1,Peñarol,1983
29 de febrero,La Plata,Estudiantes (LP),1:1,Independiente,1984
8 de marzo,Asunción,Olimpia,0:0,Sportivo Luqueño,1984
13 de marzo,Asunción,Sportivo Luqueño,0:1,Independiente,1984
16 de marzo,Asunción,Olimpia,1:0,Independiente,1984
20 de marzo,Asunción,Sportivo Luqueño,0:0,Estudiantes (LP),1984
23 de marzo,Asunción,Olimpia,2:1,Estudiantes (LP),1984
27 de marzo,La Plata,Estudiantes (LP),1:1,Sportivo Luqueño,1984
30 de marzo,Avellaneda,Independiente,2:0,Sportivo Luqueño,1984
13 de abril,Avellaneda,Independiente,4:1,Estudiantes (LP),1984
13 de abril,Asunción,Sportivo Luqueño,1:2,Olimpia,1984
24 de abril,Avellaneda,Independiente,3:2,Olimpia,1984
27 de abril,La Plata,Estudiantes (LP),0:1,Olimpia,1984
14 de marzo,Santiago,Universidad Católica,2:0,O'Higgins,1984
17 de marzo,La Paz,Bolívar,0:0,Blooming,1984
21 de marzo,La Paz,Bolívar,3:2,Universidad Católica,1984
25 de marzo,Santa Cruz,Blooming,1:2,Universidad Católica,1984
28 de marzo,Santa Cruz,Blooming,3:0,O'Higgins,1984
1 de abril,La Paz,Bolívar,5:1,O'Higgins,1984
24 de abril,Santa Cruz,Blooming,2:1,Bolívar,1984
25 de abril,Rancagua,O'Higgins,0:2,Universidad Católica,1984
2 de mayo,Rancagua,O'Higgins,3:4,Blooming,1984
6 de mayo,Santiago,Universidad Católica,0:0,Blooming,1984
9 de mayo,Rancagua,O'Higgins,0:0,Bolívar,1984
13 de mayo,Santiago,Universidad Católica,3:1,Bolívar,1984
11 de febrero,Río de Janeiro,Flamengo,4:1,Santos,1984
21 de marzo,Cali,América de Cali,2:0,Junior,1984
27 de marzo,Cali,América de Cali,1:1,Flamengo,1984
29 de marzo,Barranquilla,Junior,1:2,Flamengo,1984
3 de abril,Barranquilla,Junior,0:3,Santos,1984
5 de abril,Cali,América de Cali,1:0,Santos,1984
12 de abril,Barranquilla,Junior,4:1,América de Cali,1984
20 de abril,São Paulo,Santos,0:5,Flamengo,1984
27 de abril,São Paulo,Santos,0:1,América de Cali,1984
3 de mayo,Río de Janeiro,Flamengo,4:2,América de Cali,1984
8 de mayo,São Paulo,Santos,1:3,Junior,1984
10 de mayo,Río de Janeiro,Flamengo,3:1,Junior,1984
28 de marzo,Montevideo,Danubio,0:1,Nacional,1984
4 de abril,Quito,El Nacional,3:1,9 de Octubre,1984
8 de abril,Quito,9 de Octubre,2:2,Danubio,1984
8 de abril,Quito,El Nacional,3:1,Nacional,1984
15 de abril,Quito,9 de Octubre,1:3,Nacional,1984
15 de abril,Quito,El Nacional,3:0,Danubio,1984
25 de abril,Quito,9 de Octubre,2:2,El Nacional,1984
26 de abril,Montevideo,Nacional,1:0,Danubio,1984
3 de mayo,Montevideo,Nacional,1:1,El Nacional,1984
4 de mayo,Montevideo,Danubio,5:1,9 de Octubre,1984
8 de mayo,Montevideo,Danubio,1:0,El Nacional,1984
9 de mayo,Montevideo,Nacional,6:0,9 de Octubre,1984
11 de marzo,Trujillo,Sporting Cristal,3:2,Melgar,1984
18 de marzo,Mérida,Universidad de Los Andes,2:0,Portuguesa,1984
21 de marzo,Acarigua,Portuguesa,1:0,Sporting Cristal,1984
21 de marzo,Mérida,Universidad de Los Andes,1:0,Melgar,1984
25 de marzo,Acarigua,Portuguesa,4:0,Melgar,1984
25 de marzo,Mérida,Universidad de Los Andes,0:1,Sporting Cristal,1984
1 de abril,Arequipa,Melgar,2:0,Sporting Cristal,1984
1 de abril,Acarigua,Portuguesa,1:2,Universidad de Los Andes,1984
4 de abril,Trujillo,Sporting Cristal,2:1,Portuguesa,1984
5 de abril,Arequipa,Melgar,0:1,Universidad de Los Andes,1984
8 de abril,Arequipa,Melgar,1:2,Portuguesa,1984
8 de abril,Trujillo,Sporting Cristal,2:0,Universidad de Los Andes,1984
31 de mayo,Montevideo,Nacional,1:1,Independiente,1984
7 de junio,Santiago,Universidad Católica,0:0,Independiente,1984
26 de junio,Avellaneda,Independiente,2:1,Universidad Católica,1984
29 de junio,Montevideo,Nacional,2:0,Universidad Católica,1984
4 de julio,Avellaneda,Independiente,1:0,Nacional,1984
26 de junio,Porto Alegre,Grêmio,5:1,Flamengo,1984
29 de junio,Caracas,Universidad de Los Andes,0:3,Flamengo,1984
3 de julio,Caracas,Universidad de Los Andes,0:2,Grêmio,1984
6 de julio,Río de Janeiro,Flamengo,3:1,Grêmio,1984
9 de julio,Porto Alegre,Grêmio,6:1,Universidad de Los Andes,1984
12 de julio,Río de Janeiro,Flamengo,2:1,Universidad de Los Andes,1984
24 de julio de 1984,Porto Alegre,Grêmio,0:1,Independiente,1984
27 de julio de 1984,Avellaneda,Independiente,0:0,Grêmio,1984
23 de julio,Río de Janeiro,Fluminense,3:3[n. 1]​,Vasco da Gama,1985
25 de julio,Buenos Aires,Argentinos Juniors,0:1,Ferro Carril Oeste,1985
2 de agosto,Río de Janeiro,Vasco da Gama,1:2,Argentinos Juniors,1985
5 de agosto,Río de Janeiro,Fluminense,0:1,Argentinos Juniors,1985
6 de agosto,Buenos Aires,Ferro Carril Oeste,2:0,Vasco da Gama,1985
9 de agosto,Buenos Aires,Argentinos Juniors,2:2,Vasco da Gama,1985
15 de agosto,Río de Janeiro,Vasco da Gama,0:0,Fluminense,1985
15 de agosto,Buenos Aires,Ferro Carril Oeste,1:3,Argentinos Juniors,1985
20 de agosto,Buenos Aires,Ferro Carril Oeste,1:0,Fluminense,1985
23 de agosto,Buenos Aires,Argentinos Juniors,1:0,Fluminense,1985
27 de agosto,Río de Janeiro,Fluminense,0:0,Ferro Carril Oeste,1985
30 de agosto,Río de Janeiro,Vasco da Gama,0:2,Ferro Carril Oeste,1985
10 de marzo,San Cristóbal,Deportivo Táchira,0:0,Deportivo Italia,1985
12 de marzo,Santa Cruz,Blooming,1:1,Oriente Petrolero,1985
17 de marzo,San Cristóbal,Deportivo Táchira,1:1,Oriente Petrolero,1985
17 de marzo,Caracas,Deportivo Italia,0:3,Blooming,1985
21 de marzo,Caracas,Deportivo Italia,0:3,Oriente Petrolero,1985
21 de marzo,San Cristóbal,Deportivo Táchira,0:1,Blooming,1985
24 de marzo,Caracas,Deportivo Italia,1:3,Deportivo Táchira,1985
28 de marzo,Santa Cruz,Oriente Petrolero,0:1,Blooming,1985
4 de abril,Santa Cruz,Oriente Petrolero,3:1,Deportivo Italia,1985
7 de abril,Santa Cruz,Blooming,8:0,Deportivo Italia,1985
11 de abril,Santa Cruz,Oriente Petrolero,3:2,Deportivo Táchira,1985
14 de abril,Santa Cruz,Blooming,6:3,Deportivo Táchira,1985
3 de marzo,Asunción,Guaraní,0:0,Cerro Porteño,1985
6 de marzo,Cali,América de Cali,0:0,Millonarios,1985
12 de marzo,Asunción,Guaraní,2:0,Millonarios,1985
14 de marzo,Asunción,Cerro Porteño,0:0,Millonarios,1985
19 de marzo,Asunción,Cerro Porteño,0:0,América de Cali,1985
21 de marzo,Asunción,Guaraní,1:1,América de Cali,1985
27 de marzo,Asunción,Cerro Porteño,3:1,Guaraní,1985
27 de marzo,Bogotá,Millonarios,0:0,América de Cali,1985
31 de marzo,Cali,América de Cali,2:0,Cerro Porteño,1985
31 de marzo,Bogotá,Millonarios,5:1,Guaraní,1985
3 de abril,Cali,América de Cali,2:1,Guaraní,1985
3 de abril,Bogotá,Millonarios,0:2,Cerro Porteño,1985
23 de abril,Montevideo,Peñarol,1:0,Bella Vista,1985
24 de abril,Santiago,Colo-Colo,2:0,Magallanes,1985
30 de abril,Santiago,Magallanes,1:1,Peñarol,1985
30 de abril,Santiago,Colo-Colo,2:0,Bella Vista,1985
3 de mayo,Santiago,Magallanes,2:1,Bella Vista,1985
3 de mayo,Santiago,Colo-Colo,1:2,Peñarol,1985
15 de mayo,Montevideo,Bella Vista,0:2,Peñarol,1985
18 de mayo,Santiago,Magallanes,1:3,Colo-Colo,1985
21 de mayo,Montevideo,Bella Vista,0:1,Magallanes,1985
24 de mayo,Montevideo,Peñarol,1:0,Magallanes,1985
28 de mayo,Montevideo,Bella Vista,2:1,Colo-Colo,1985
31 de mayo,Montevideo,Peñarol,3:1,Colo-Colo,1985
15 de mayo,Lima,Sport Boys,0:2,Universitario,1985
23 de junio,Quito,El Nacional,3:1,9 de Octubre,1985
7 de julio,Quito,El Nacional,2:0,Sport Boys,1985
7 de julio,Guayaquil,9 de Octubre,1:0,Universitario,1985
13 de julio,Milagro,9 de Octubre,4:0,Sport Boys,1985
14 de julio,Quito,El Nacional,4:1,Universitario,1985
19 de julio,Milagro,9 de Octubre,0:1,El Nacional,1985
19 de julio,Lima,Universitario,4:0,Sport Boys,1985
31 de julio,Lima,Sport Boys,1:2,El Nacional,1985
2 de agosto,Lima,Universitario,1:1,El Nacional,1985
6 de agosto,—,Universitario,           :[n. 2]​,9 de Octubre,1985
10 de agosto,—,Sport Boys,           :[n. 2]​,9 de Octubre,1985
16 de septiembre,Buenos Aires,Argentinos Juniors,2:2,Independiente,1985
19 de septiembre,Santa Cruz,Blooming,1:1,Argentinos Juniors,1985
26 de septiembre,Santa Cruz,Blooming,1:1,Independiente,1985
1 de octubre,Buenos Aires,Argentinos Juniors,1:0,Blooming,1985
4 de octubre,Avellaneda,Independiente,2:0,Blooming,1985
10 de octubre,Avellaneda,Independiente,1:2,Argentinos Juniors,1985
18 de septiembre,Montevideo,Peñarol,1:1,América de Cali,1985
22 de septiembre,Quito,El Nacional,2:0,América de Cali,1985
25 de septiembre,Montevideo,Peñarol,2:0,El Nacional,1985
29 de septiembre,Cali,América de Cali,4:0,Peñarol,1985
2 de octubre,Quito,El Nacional,2:0,Peñarol,1985
6 de octubre,Cali,América de Cali,5:0,El Nacional,1985
17 de octubre de 1985,Buenos Aires,Argentinos Juniors,1:0,América de Cali,1985
