Fecha,Ubicacion,Local,Visitante,year,HomeGoals,AwayGoals
2 de marzo,Lima,Universitario,Cerro Porteño,2000,1,0
2 de marzo,Barranquilla,Junior,San Lorenzo,2000,3,1
7 de marzo,Buenos Aires,San Lorenzo,Cerro Porteño,2000,2,2
9 de marzo,Barranquilla,Junior,Universitario,2000,1,0
15 de marzo,Barranquilla,Junior,Cerro Porteño,2000,2,0
16 de marzo,Lima,Universitario,San Lorenzo,2000,1,1
21 de marzo,Buenos Aires,San Lorenzo,Junior,2000,2,0
21 de marzo,Asunción,Cerro Porteño,Universitario,2000,3,0
6 de abril,Lima,Universitario,Junior,2000,0,1
6 de abril,Asunción,Cerro Porteño,San Lorenzo,2000,3,1
22 de febrero,Ciudad del Este,Atlético Colegiales,América de Cali,2000,2,5
22 de febrero,Rosario,Rosario Central,Sporting Cristal,2000,3,1
7 de marzo,Lima,Sporting Cristal,Atlético Colegiales,2000,3,0
7 de marzo,Bogotá,América de Cali,Rosario Central,2000,5,3
14 de marzo,Bogotá,América de Cali,Sporting Cristal,2000,3,1
14 de marzo,Rosario,Rosario Central,Atlético Colegiales,2000,4,2
22 de marzo,Bogotá,América de Cali,Atlético Colegiales,2000,2,1
23 de marzo,Lima,Sporting Cristal,Rosario Central,2000,3,3
4 de abril,Ciudad del Este,Atlético Colegiales,Sporting Cristal,2000,2,1
4 de abril,Rosario,Rosario Central,América de Cali,2000,3,3
19 de abril,Ciudad del Este,Atlético Colegiales,Rosario Central,2000,3,3
19 de abril,Lima,Sporting Cristal,América de Cali,2000,0,2
15 de febrero,São Paulo,Palmeiras,The Strongest,2000,4,0
16 de febrero,Caxias do Sul,Juventude,El Nacional,2000,1,0
8 de marzo,La Paz,The Strongest,Juventude,2000,5,1
16 de marzo,Quito,El Nacional,Palmeiras,2000,3,1
21 de marzo,Quito,El Nacional,The Strongest,2000,0,0
21 de marzo,São Paulo,Palmeiras,Juventude,2000,3,0
6 de abril,Quito,El Nacional,Juventude,2000,2,0
6 de abril,La Paz,The Strongest,Palmeiras,2000,4,2
12 de abril,Caxias do Sul,Juventude,The Strongest,2000,4,0
13 de abril,São Paulo,Palmeiras,El Nacional,2000,4,1
20 de abril,La Paz,The Strongest,El Nacional,2000,1,4
20 de abril,Caxias do Sul,Juventude,Palmeiras,2000,2,2
17 de febrero,Belo Horizonte,Atlético Mineiro,Bolívar,2000,1,0
24 de febrero,Maldonado,Bella Vista,Cobreloa,2000,1,1
1 de marzo,La Paz,Bolívar,Bella Vista,2000,1,0
9 de marzo,Calama,Cobreloa,Atlético Mineiro,2000,1,0
14 de marzo,Calama,Cobreloa,Bolívar,2000,3,3
14 de marzo,Belo Horizonte,Atlético Mineiro,Bella Vista,2000,2,1
22 de marzo,Calama,Cobreloa,Bella Vista,2000,1,1
22 de marzo,La Paz,Bolívar,Atlético Mineiro,2000,4,0
4 de abril,Maldonado,Bella Vista,Bolívar,2000,4,0
5 de abril,Belo Horizonte,Atlético Mineiro,Cobreloa,2000,6,0
18 de abril,Maldonado,Bella Vista,Atlético Mineiro,2000,1,0
18 de abril,La Paz,Bolívar,Cobreloa,2000,4,1
4 de mayo,Montevideo,Peñarol,Palmeiras,2000,2,0
11 de mayo,São Paulo,Palmeiras,Peñarol,2000,3,1
3 de mayo,Guadalajara,Atlas,Junior,2000,2,0
10 de mayo,Barranquilla,Junior,Atlas,2000,1,3
3 de mayo,Rosario,Rosario Central,Corinthians,2000,3,2
9 de mayo,São Paulo,Corinthians,Rosario Central,2000,3,2
2 de mayo,Belo Horizonte,Atlético Mineiro,Atlético Paranaense,2000,1,0
11 de mayo,Curitiba,Atlético Paranaense,Atlético Mineiro,2000,2,1
3 de mayo,Montevideo,Nacional,Bolívar,2000,3,0
10 de mayo,La Paz,Bolívar,Nacional,2000,3,0
2 de mayo,Ciudad de México,América,América de Cali,2000,2,1
9 de mayo,Bogotá,América de Cali,América,2000,2,3
3 de mayo,Quito,El Nacional,Boca Juniors,2000,0,0
9 de mayo,Buenos Aires,Boca Juniors,El Nacional,2000,5,3
4 de mayo,Asunción,Cerro Porteño,River Plate,2000,0,4
10 de mayo,Buenos Aires,River Plate,Cerro Porteño,2000,1,0
18 de mayo,Guadalajara,Atlas,Palmeiras,2000,0,2
25 de mayo,São Paulo,Palmeiras,Atlas,2000,3,2
18 de mayo,Belo Horizonte,Atlético Mineiro,Corinthians,2000,1,1
23 de mayo,São Paulo,Corinthians,Atlético Mineiro,2000,2,1
17 de mayo,Ciudad de México,América,Bolívar,2000,2,0
25 de mayo,La Paz,Bolívar,América,2000,1,2
17 de mayo,Buenos Aires,River Plate,Boca Juniors,2000,2,1
24 de mayo,Buenos Aires,Boca Juniors,River Plate,2000,3,0
30 de mayo,São Paulo,Corinthians,Palmeiras,2000,4,3
6 de junio,São Paulo,Palmeiras,Corinthians,2000,3,2
31 de mayo,Buenos Aires,Boca Juniors,América,2000,4,1
7 de junio,Ciudad de México,América,Boca Juniors,2000,3,1
14 de junio,Buenos Aires,Boca Juniors,Palmeiras,2000,2,2
21 de junio,São Paulo,Palmeiras,Boca Juniors,2000,0,0
20 de septiembre,Ciudad de México,Atlante,Cruz Azul,2001,2,4
21 de septiembre,Caracas,Deportivo Italchacao,Deportivo Táchira,2001,1,2
26 de septiembre,Caracas,Deportivo Italchacao,Atlante,2001,2,0
28 de septiembre,San Cristóbal,Deportivo Táchira,Atlante,2001,1,0
10 de octubre,Caracas,Deportivo Italchacao,Cruz Azul,2001,0,2
12 de octubre,San Cristóbal,Deportivo Táchira,Cruz Azul,2001,1,0
25 de octubre,San Cristóbal,Deportivo Táchira,Deportivo Italchacao,2001,0,2
25 de octubre,Ciudad de México,Cruz Azul,Atlante,2001,1,3
31 de octubre,Ciudad de México,Atlante,Deportivo Italchacao,2001,2,3
2 de noviembre,Ciudad de México,Cruz Azul,Deportivo Italchacao,2001,4,1
21 de noviembre,Ciudad de México,Atlante,Deportivo Táchira,2001,1,2
23 de noviembre,Ciudad de México,Cruz Azul,Deportivo Táchira,2001,4,1
6 de febrero,Lima,Universitario,Vélez Sarsfield,2001,0,2
7 de febrero,Barranquilla,Junior,Rosario Central,2001,3,1
21 de febrero,Rosario,Rosario Central,Universitario,2001,6,0
22 de febrero,Buenos Aires,Vélez Sarsfield,Junior,2001,2,0
8 de marzo,Rosario,Rosario Central,Vélez Sarsfield,2001,2,0
15 de marzo,Lima,Universitario,Junior,2001,1,2
20 de marzo,Lima,Universitario,Rosario Central,2001,1,1
22 de marzo,Barranquilla,Junior,Vélez Sarsfield,2001,4,0
4 de abril,Rosario,Rosario Central,Junior,2001,1,0
5 de abril,Buenos Aires,Vélez Sarsfield,Universitario,2001,1,0
19 de abril,Barranquilla,Junior,Universitario,2001,1,1
19 de abril,Buenos Aires,Vélez Sarsfield,Rosario Central,2001,0,2
8 de febrero,Santiago,Universidad de Chile,Cerro Porteño,2001,0,2
15 de febrero,Asunción,Cerro Porteño,Sport Boys,2001,3,1
27 de febrero,Callao,Sport Boys,Universidad de Chile,2001,0,2
8 de marzo,São Paulo,Palmeiras,Universidad de Chile,2001,2,1
14 de marzo,Lima,Sport Boys,Palmeiras,2001,1,4
22 de marzo,Callao,Sport Boys,Cerro Porteño,2001,0,4
4 de abril,Asunción,Cerro Porteño,Palmeiras,2001,0,0
10 de abril,Asunción,Cerro Porteño,Universidad de Chile,2001,6,0
11 de abril,São Paulo,Palmeiras,Sport Boys,2001,3,0
18 de abril,Santiago,Universidad de Chile,Palmeiras,2001,1,2
2 de mayo,Santiago,Universidad de Chile,Sport Boys,2001,1,1
2 de mayo,São Paulo,Palmeiras,Cerro Porteño,2001,5,2
7 de febrero,Cochabamba,Jorge Wilstermann,San Lorenzo,2001,4,2
15 de febrero,Montevideo,Nacional,Jorge Wilstermann,2001,3,0
20 de febrero,Concepción,Deportes Concepción,Nacional,2001,0,0
1 de marzo,Buenos Aires,San Lorenzo,Deportes Concepción,2001,2,1
8 de marzo,Cochabamba,Jorge Wilstermann,Deportes Concepción,2001,2,1
13 de marzo,Montevideo,Nacional,San Lorenzo,2001,1,0
3 de abril,Buenos Aires,San Lorenzo,Jorge Wilstermann,2001,2,0
11 de abril,Montevideo,Nacional,Deportes Concepción,2001,2,0
17 de abril,Cochabamba,Jorge Wilstermann,Nacional,2001,1,2
17 de abril,Concepción,Deportes Concepción,San Lorenzo,2001,3,2
3 de mayo,Concepción,Deportes Concepción,Jorge Wilstermann,2001,3,0
3 de mayo,Buenos Aires,San Lorenzo,Nacional,2001,1,1
13 de febrero,Guayaquil,Emelec,Olimpia,2001,1,1
22 de febrero,Asunción,Olimpia,Sporting Cristal,2001,1,0
1 de marzo,Lima,Sporting Cristal,Emelec,2001,0,1
13 de marzo,Lima,Sporting Cristal,Cruzeiro,2001,0,1
3 de abril,Belo Horizonte,Cruzeiro,Emelec,2001,2,0
6 de abril,Asunción,Olimpia,Cruzeiro,2001,3,4
10 de abril,Belo Horizonte,Cruzeiro,Sporting Cristal,2001,5,0
12 de abril,Asunción,Olimpia,Emelec,2001,2,2
17 de abril,Guayaquil,Emelec,Cruzeiro,2001,0,0
18 de abril,Lima,Sporting Cristal,Olimpia,2001,3,2
1 de mayo,Guayaquil,Emelec,Sporting Cristal,2001,3,1
1 de mayo,Ipatinga,Cruzeiro,Olimpia,2001,3,1
13 de febrero,Asunción,Guarani,El Nacional,2001,3,1
22 de febrero,Buenos Aires,River Plate,The Strongest,2001,5,1
28 de febrero,Quito,El Nacional,River Plate,2001,1,0
1 de marzo,La Paz,The Strongest,Guarani,2001,1,1
6 de marzo,Buenos Aires,River Plate,Guarani,2001,4,0
13 de marzo,Quito,El Nacional,Guarani,2001,3,1
5 de abril,La Paz,The Strongest,River Plate,2001,4,1
10 de abril,Quito,El Nacional,The Strongest,2001,2,1
17 de abril,Asunción,Guarani,The Strongest,2001,4,1
18 de abril,Buenos Aires,River Plate,El Nacional,2001,2,0
3 de mayo,Asunción,Guarani,River Plate,2001,0,1
3 de mayo,La Paz,The Strongest,El Nacional,2001,2,1
13 de febrero,Montevideo,Peñarol,América de Cali,2001,1,2
22 de febrero,San Cristóbal,Deportivo Táchira,Peñarol,2001,0,0
27 de febrero,Cali,América de Cali,Deportivo Táchira,2001,3,0
6 de marzo,Cali,América de Cali,Peñarol,2001,2,1
14 de marzo,Cali,América de Cali,Vasco da Gama,2001,0,3
21 de marzo,San Cristóbal,Deportivo Táchira,Vasco da Gama,2001,0,1
5 de abril,Río de Janeiro,Vasco da Gama,Peñarol,2001,2,1
12 de abril,Río de Janeiro,Vasco da Gama,América de Cali,2001,4,1
18 de abril,Montevideo,Peñarol,Deportivo Táchira,2001,3,1
21 de abril,Río de Janeiro,Vasco da Gama,Deportivo Táchira,2001,3,2
2 de mayo,San Cristóbal,Deportivo Táchira,América de Cali,2001,0,2
2 de mayo,Montevideo,Peñarol,Vasco da Gama,2001,1,3
14 de febrero,Montevideo,Defensor Sporting,Olmedo,2001,3,2
20 de febrero,Ciudad de México,Cruz Azul,Defensor Sporting,2001,2,0
27 de febrero,Riobamba,Olmedo,Cruz Azul,2001,2,3
6 de marzo,São Caetano do Sul,São Caetano,Cruz Azul,2001,1,1
7 de marzo,Riobamba,Olmedo,Defensor Sporting,2001,4,2
15 de marzo,Riobamba,Olmedo,São Caetano,2001,2,1
21 de marzo,Ciudad de México,Cruz Azul,São Caetano,2001,1,0
6 de abril,São Caetano do Sul,São Caetano,Defensor Sporting,2001,0,0
12 de abril,Montevideo,Defensor Sporting,Cruz Azul,2001,3,2
19 de abril,São Caetano do Sul,São Caetano,Olmedo,2001,3,0
4 de mayo,Ciudad de México,Cruz Azul,Olmedo,2001,3,1
4 de mayo,Montevideo,Defensor Sporting,São Caetano,2001,0,1
14 de febrero,Cali,Deportivo Cali,Cobreloa,2001,1,2
21 de febrero,Buenos Aires,Boca Juniors,Oriente Petrolero,2001,2,1
28 de febrero,Calama,Cobreloa,Boca Juniors,2001,0,1
2 de marzo,Santa Cruz,Oriente Petrolero,Deportivo Cali,2001,1,3
7 de marzo,Calama,Cobreloa,Oriente Petrolero,2001,2,1
7 de marzo,Buenos Aires,Boca Juniors,Deportivo Cali,2001,2,1
20 de marzo,Buenos Aires,Boca Juniors,Cobreloa,2001,1,0
4 de abril,Calama,Cobreloa,Deportivo Cali,2001,2,1
4 de abril,Santa Cruz,Oriente Petrolero,Boca Juniors,2001,0,1
20 de abril,Cali,Deportivo Cali,Oriente Petrolero,2001,4,1
2 de mayo,Cali,Deportivo Cali,Boca Juniors,2001,3,0
2 de mayo,Santa Cruz,Oriente Petrolero,Cobreloa,2001,2,2
8 de mayo,Quito,El Nacional,Cruzeiro,2001,1,2
15 de mayo,Belo Horizonte,Cruzeiro,El Nacional,2001,4,1
9 de mayo,São Caetano do Sul,São Caetano,Palmeiras,2001,1,0
16 de mayo,São Paulo,Palmeiras,São Caetano,2001,1,0
10 de mayo,Barranquilla,Junior,Boca Juniors,2001,2,3
16 de mayo,Buenos Aires,Boca Juniors,Junior,2001,1,1
9 de mayo,Concepción,Deportes Concepción,Vasco da Gama,2001,1,3
16 de mayo,Río de Janeiro,Vasco da Gama,Deportes Concepción,2001,1,0
9 de mayo,Cali,América de Cali,Nacional,2001,2,0
17 de mayo,Montevideo,Nacional,América de Cali,2001,1,3
8 de mayo,Calama,Cobreloa,Rosario Central,2001,2,3
15 de mayo,Rosario,Rosario Central,Cobreloa,2001,1,1
10 de mayo,Asunción,Cerro Porteño,Cruz Azul,2001,2,1
16 de mayo,Ciudad de México,Cruz Azul,Cerro Porteño,2001,3,1
9 de mayo,Guayaquil,Emelec,River Plate,2001,2,0
17 de mayo,Buenos Aires,River Plate,Emelec,2001,5,0
23 de mayo,São Paulo,Palmeiras,Cruzeiro,2001,3,3
30 de mayo,Belo Horizonte,Cruzeiro,Palmeiras,2001,2,2
23 de mayo,Río de Janeiro,Vasco da Gama,Boca Juniors,2001,0,1
30 de mayo,Buenos Aires,Boca Juniors,Vasco da Gama,2001,3,0
22 de mayo,Rosario,Rosario Central,América de Cali,2001,1,0
29 de mayo,Cali,América de Cali,Rosario Central,2001,3,2
23 de mayo,Buenos Aires,River Plate,Cruz Azul,2001,0,0
29 de mayo,Ciudad de México,Cruz Azul,River Plate,2001,3,0
7 de junio,Buenos Aires,Boca Juniors,Palmeiras,2001,2,2
13 de junio,São Paulo,Palmeiras,Boca Juniors,2001,2,2
7 de junio,Ciudad de México,Cruz Azul,Rosario Central,2001,2,0
14 de junio,Rosario,Rosario Central,Cruz Azul,2001,3,3
20 de junio,Ciudad de México,Cruz Azul,Boca Juniors,2001,0,1
28 de junio,Buenos Aires,Boca Juniors,Cruz Azul,2001,0,1
26 de septiembre,Valera,Deportivo Trujillanos,Caracas,2002,1,0
3 de octubre,Morelia,Monarcas Morelia,América,2002,1,3
16 de octubre,Valera,Deportivo Trujillanos,Monarcas Morelia,2002,0,1
18 de octubre,Caracas,Caracas,Monarcas Morelia,2002,3,1
23 de octubre,Valera,Deportivo Trujillanos,América,2002,2,1
25 de octubre,Caracas,Caracas,América,2002,1,1
31 de octubre,Ciudad de México,América,Monarcas Morelia,2002,2,0
31 de octubre,Caracas,Caracas,Deportivo Trujillanos,2002,3,0
20 de noviembre,Morelia,Monarcas Morelia,Deportivo Trujillanos,2002,3,0
22 de noviembre,Ciudad de México,América,Deportivo Trujillanos,2002,7,1
27 de noviembre,Morelia,Monarcas Morelia,Caracas,2002,3,0
29 de noviembre,Ciudad de México,América,Caracas,2002,1,0
5 de febrero,Lima,Alianza Lima,Cerro Porteño,2002,0,0
6 de febrero,Calama,Cobreloa,São Caetano,2002,2,1
13 de febrero,São Caetano do Sul,São Caetano,Alianza Lima,2002,4,0
19 de febrero,Asunción,Cerro Porteño,Cobreloa,2002,3,0
26 de febrero,Calama,Cobreloa,Alianza Lima,2002,5,0
5 de marzo,Ciudad del Este,Cerro Porteño,São Caetano,2002,1,3
13 de marzo,Asunción,Cerro Porteño,Alianza Lima,2002,2,0
14 de marzo,São Caetano do Sul,São Caetano,Cobreloa,2002,3,0
28 de marzo,Lima,Alianza Lima,São Caetano,2002,0,3
4 de abril,Calama,Cobreloa,Cerro Porteño,2002,3,0
10 de abril,Lima,Alianza Lima,Cobreloa,2002,1,2
10 de abril,São Caetano do Sul,São Caetano,Cerro Porteño,2002,0,1
7 de febrero,Santa Cruz,Oriente Petrolero,Gremio,2002,2,4
8 de febrero,Cuzco,Cienciano,12 de Octubre,2002,3,0
13 de febrero,Santa Cruz,Oriente Petrolero,Cienciano,2002,3,1
20 de febrero,Asunción,12 de Octubre,Oriente Petrolero,2002,3,2
20 de febrero,Porto Alegre,Gremio,Cienciano,2002,2,0
28 de febrero,Porto Alegre,Gremio,Oriente Petrolero,2002,3,2
12 de marzo,Asunción,12 de Octubre,Gremio,2002,1,0
19 de marzo,Asunción,12 de Octubre,Cienciano,2002,1,0
2 de abril,Santa Cruz,Oriente Petrolero,12 de Octubre,2002,1,0
3 de abril,Cuzco,Cienciano,Gremio,2002,2,1
9 de abril,Cuzco,Cienciano,Oriente Petrolero,2002,2,0
9 de abril,Porto Alegre,Gremio,12 de Octubre,2002,1,0
5 de febrero,Quito,El Nacional,Peñarol,2002,1,0
5 de febrero,Potosí,Real Potosí,San Lorenzo,2002,1,0
19 de febrero,Montevideo,Peñarol,Real Potosí,2002,4,0
26 de febrero,Buenos Aires,San Lorenzo,El Nacional,2002,1,0
5 de marzo,Potosí,Real Potosí,El Nacional,2002,2,4
6 de marzo,Montevideo,Peñarol,San Lorenzo,2002,1,0
12 de marzo,Montevideo,Peñarol,El Nacional,2002,3,0
12 de marzo,Buenos Aires,San Lorenzo,Real Potosí,2002,5,1
19 de marzo,Potosí,Real Potosí,Peñarol,2002,6,1
19 de marzo,Quito,El Nacional,San Lorenzo,2002,3,0
9 de abril,Quito,El Nacional,Real Potosí,2002,2,0
9 de abril,Buenos Aires,San Lorenzo,Peñarol,2002,0,2
5 de febrero,Curitiba,Atlético Paranaense,Bolívar,2002,1,2
7 de febrero,Cali,América de Cali,Olmedo,2002,1,0
19 de febrero,Riobamba,Olmedo,Atlético Paranaense,2002,2,1
20 de febrero,La Paz,Bolívar,América de Cali,2002,1,1
27 de febrero,Curitiba,Atlético Paranaense,América de Cali,2002,1,1
28 de febrero,Riobamba,Olmedo,Bolívar,2002,4,1
5 de marzo,Riobamba,Olmedo,América de Cali,2002,1,0
12 de marzo,La Paz,Bolívar,Atlético Paranaense,2002,5,5
19 de marzo,Curitiba,Atlético Paranaense,Olmedo,2002,2,0
21 de marzo,Cali,América de Cali,Bolívar,2002,2,0
26 de marzo,La Paz,Bolívar,Olmedo,2002,2,0
26 de marzo,Cali,América de Cali,Atlético Paranaense,2002,5,0
5 de febrero,Morelia,Monarcas Morelia,Vélez Sarsfield,2002,0,0
6 de febrero,Lima,Sporting Cristal,Nacional,2002,3,4
21 de febrero,Montevideo,Nacional,Monarcas Morelia,2002,3,3
26 de febrero,Buenos Aires,Vélez Sarsfield,Sporting Cristal,2002,1,0
5 de marzo,Montevideo,Nacional,Vélez Sarsfield,2002,2,2
5 de marzo,Morelia,Monarcas Morelia,Sporting Cristal,2002,4,0
13 de marzo,Buenos Aires,Vélez Sarsfield,Monarcas Morelia,2002,2,3
14 de marzo,Montevideo,Nacional,Sporting Cristal,2002,1,0
20 de marzo,Lima,Sporting Cristal,Vélez Sarsfield,2002,2,3
4 de abril,Morelia,Monarcas Morelia,Nacional,2002,4,2
11 de abril,Lima,Sporting Cristal,Monarcas Morelia,2002,0,1
11 de abril,Buenos Aires,Vélez Sarsfield,Nacional,2002,0,1
6 de febrero,Montevideo,Montevideo Wanderers,Emelec,2002,3,1
13 de febrero,Buenos Aires,Boca Juniors,Santiago Wanderers,2002,0,0
19 de febrero,Viña del Mar,Santiago Wanderers,Montevideo Wanderers,2002,1,1
27 de febrero,Guayaquil,Emelec,Boca Juniors,2002,1,2
6 de marzo,Guayaquil,Emelec,Santiago Wanderers,2002,1,1
6 de marzo,Buenos Aires,Boca Juniors,Montevideo Wanderers,2002,2,0
13 de marzo,Guayaquil,Emelec,Montevideo Wanderers,2002,0,1
14 de marzo,Viña del Mar,Santiago Wanderers,Boca Juniors,2002,1,0
20 de marzo,Montevideo,Montevideo Wanderers,Santiago Wanderers,2002,3,1
20 de marzo,Buenos Aires,Boca Juniors,Emelec,2002,1,0
10 de abril,Valparaíso,Santiago Wanderers,Emelec,2002,2,1
10 de abril,Montevideo,Montevideo Wanderers,Boca Juniors,2002,0,2
6 de febrero,Ciudad de México,América,Talleres (C),2002,2,0
14 de febrero,Buenos Aires,River Plate,Talleres (C),2002,0,0
20 de febrero,Pereira,Cortuluá,América,2002,0,2
27 de febrero,Córdoba,Talleres (C),Cortuluá,2002,2,1
28 de febrero,Buenos Aires,River Plate,América,2002,0,1
7 de marzo,Buenos Aires,River Plate,Cortuluá,2002,2,0
12 de marzo,Pereira,Cortuluá,Talleres (C),2002,4,2
13 de marzo,Ciudad de México,América,River Plate,2002,0,0
21 de marzo,Córdoba,Talleres (C),América,2002,0,1
21 de marzo,Pereira,Cortuluá,River Plate,2002,2,5
11 de abril,Córdoba,Talleres (C),River Plate,2002,1,1
11 de abril,Ciudad de México,América,Cortuluá,2002,3,2
6 de febrero,Manizales,Once Caldas,Flamengo,2002,1,0
14 de febrero,Río de Janeiro,Flamengo,Universidad Católica,2002,1,3
21 de febrero,Asunción,Olimpia,Once Caldas,2002,3,2
27 de febrero,Santiago,Universidad Católica,Olimpia,2002,0,1
27 de febrero,Río de Janeiro,Flamengo,Once Caldas,2002,4,1
6 de marzo,Río de Janeiro,Flamengo,Olimpia,2002,0,0
7 de marzo,Manizales,Once Caldas,Universidad Católica,2002,3,0
13 de marzo,Santiago,Universidad Católica,Flamengo,2002,2,1
19 de marzo,Manizales,Once Caldas,Olimpia,2002,2,1
2 de abril,Asunción,Olimpia,Universidad Católica,2002,1,1
10 de abril,Asunción,Olimpia,Flamengo,2002,2,0
10 de abril,Santiago,Universidad Católica,Once Caldas,2002,3,1
23 de abril,Cuzco,Cienciano,América,2002,0,1
1 de mayo,Ciudad de México,América,Cienciano,2002,4,1
24 de abril,Riobamba,Olmedo,Monarcas Morelia,2002,0,5
30 de abril,Morelia,Monarcas Morelia,Olmedo,2002,3,2
25 de abril,Santiago,Universidad Católica,São Caetano,2002,1,1
1 de mayo,São Caetano do Sul,São Caetano,Universidad Católica,2002,1,1
24 de abril,Montevideo,Montevideo Wanderers,Peñarol,2002,2,2
30 de abril,Montevideo,Peñarol,Montevideo Wanderers,2002,2,2
23 de abril,Montevideo,Nacional,América de Cali,2002,1,0
2 de mayo,Cali,América de Cali,Nacional,2002,0,0
24 de abril,Buenos Aires,River Plate,Gremio,2002,1,2
2 de mayo,Porto Alegre,Gremio,River Plate,2002,4,0
23 de abril,Calama,Cobreloa,Olimpia,2002,0,2
2 de mayo,Asunción,Olimpia,Cobreloa,2002,2,1
25 de abril,Quito,El Nacional,Boca Juniors,2002,0,0
1 de mayo,Buenos Aires,Boca Juniors,El Nacional,2002,2,0
7 de mayo,Morelia,Monarcas Morelia,América,2002,1,2
16 de mayo,Ciudad de México,América,Monarcas Morelia,2002,2,1
9 de mayo,Montevideo,Peñarol,São Caetano,2002,1,0
14 de mayo,São Caetano do Sul,São Caetano,Peñarol,2002,2,1
8 de mayo,Porto Alegre,Gremio,Nacional,2002,1,0
15 de mayo,Montevideo,Nacional,Gremio,2002,1,1
8 de mayo,Buenos Aires,Boca Juniors,Olimpia,2002,1,1
16 de mayo,Asunción,Olimpia,Boca Juniors,2002,1,0
9 de julio,São Caetano do Sul,São Caetano,América,2002,2,0
16 de julio,Ciudad de México,América,São Caetano,2002,1,1
10 de julio,Asunción,Olimpia,Gremio,2002,3,2
17 de julio,Porto Alegre,Gremio,Olimpia,2002,1,0
24 de julio,Asunción,Olimpia,São Caetano,2002,0,1
31 de julio,São Paulo,São Caetano,Olimpia,2002,1,2
22 de octubre,Mérida,Estudiantes de Mérida,Pumas UNAM,2003,1,0
24 de octubre,Mérida,Nacional Táchira,Pumas UNAM,2003,1,2
29 de octubre,Mérida,Estudiantes de Mérida,Cruz Azul,2003,1,1
31 de octubre,Mérida,Nacional Táchira,Cruz Azul,2003,2,3
6 de noviembre,Ciudad de México,Pumas UNAM,Cruz Azul,2003,1,1
6 de noviembre,Mérida,Estudiantes de Mérida,Nacional Táchira,2003,1,0
12 de noviembre,Ciudad de México,Pumas UNAM,Estudiantes de Mérida,2003,3,1
14 de noviembre,Ciudad de México,Cruz Azul,Estudiantes de Mérida,2003,2,1
19 de noviembre,Ciudad de México,Pumas UNAM,Nacional Táchira,2003,4,0
21 de noviembre,Ciudad de México,Cruz Azul,Nacional Táchira,2003,4,0
28 de noviembre,Ciudad de México,Cruz Azul,Pumas UNAM,2003,0,2
28 de noviembre,Mérida,Nacional Táchira,Estudiantes de Mérida,2003,3,2
18 de febrero,Asunción,Libertad,Emelec,2003,2,2
19 de febrero,Cali,Deportivo Cali,River Plate,2003,2,0
25 de febrero,Guayaquil,Emelec,Deportivo Cali,2003,0,4
27 de febrero,Buenos Aires,River Plate,Libertad,2003,3,1
11 de marzo,Cali,Deportivo Cali,Libertad,2003,1,0
13 de marzo,Guayaquil,Emelec,River Plate,2003,3,1
18 de marzo,Guayaquil,Emelec,Libertad,2003,1,5
20 de marzo,Buenos Aires,River Plate,Deportivo Cali,2003,2,1
1 de abril,Cali,Deportivo Cali,Emelec,2003,1,0
9 de abril,Asunción,Libertad,River Plate,2003,0,2
17 de abril,Asunción,Libertad,Deportivo Cali,2003,1,0
17 de abril,Buenos Aires,River Plate,Emelec,2003,2,0
6 de febrero,Asunción,Cerro Porteño,Universidad Católica,2003,3,2
13 de febrero,Lima,Sporting Cristal,Paysandu,2003,0,2
19 de febrero,Santiago,Universidad Católica,Sporting Cristal,2003,0,1
6 de marzo,Belém,Paysandu,Cerro Porteño,2003,0,0
11 de marzo,Belém,Paysandu,Universidad Católica,2003,3,1
12 de marzo,Lima,Sporting Cristal,Cerro Porteño,2003,1,1
18 de marzo,Belém,Paysandu,Sporting Cristal,2003,2,1
18 de marzo,Santiago,Universidad Católica,Cerro Porteño,2003,2,1
27 de marzo,Ciudad del Este,Cerro Porteño,Paysandu,2003,2,6
27 de marzo,Lima,Sporting Cristal,Universidad Católica,2003,3,1
15 de abril,Santiago,Universidad Católica,Paysandu,2003,1,1
15 de abril,Asunción,Cerro Porteño,Sporting Cristal,2003,1,0
5 de febrero,Asunción,12 de Octubre,El Nacional,2003,3,1
5 de febrero,Cali,América de Cali,Santos,2003,1,5
20 de febrero,Santos,Santos,12 de Octubre,2003,3,1
26 de febrero,Quito,El Nacional,América de Cali,2003,1,1
4 de marzo,Cali,América de Cali,12 de Octubre,2003,4,1
12 de marzo,Quito,El Nacional,Santos,2003,0,0
19 de marzo,Quito,El Nacional,12 de Octubre,2003,1,0
19 de marzo,Santos,Santos,América de Cali,2003,3,0
25 de marzo,Ciudad del Este,12 de Octubre,Santos,2003,1,4
27 de marzo,Cali,América de Cali,El Nacional,2003,1,0
16 de abril,Asunción,12 de Octubre,América de Cali,2003,1,4
16 de abril,Santos,Santos,El Nacional,2003,1,1
11 de febrero,Lima,Alianza Lima,Olimpia,2003,1,1
12 de febrero,Calama,Cobreloa,Gimnasia y Esgrima,2003,0,0
20 de febrero,Asunción,Olimpia,Cobreloa,2003,0,0
26 de febrero,La Plata,Gimnasia y Esgrima,Alianza Lima,2003,5,1
4 de marzo,La Plata,Gimnasia y Esgrima,Olimpia,2003,1,1
5 de marzo,Lima,Alianza Lima,Cobreloa,2003,2,3
19 de marzo,La Plata,Gimnasia y Esgrima,Cobreloa,2003,0,0
