Fecha,Ubicacion,Local,Visitante,year,HomeGoals,AwayGoals
14 de abril,Santiago,Colo-Colo,Independiente del Valle,2016,0,0
17 de febrero,Toluca,Toluca,Gremio,2016,2,0
23 de febrero,Quito,Liga de Quito,San Lorenzo,2016,2,0
2 de marzo,Buenos Aires,San Lorenzo,Toluca,2016,1,1
2 de marzo,Porto Alegre,Gremio,Liga de Quito,2016,4,0
9 de marzo,Porto Alegre,Gremio,San Lorenzo,2016,1,1
10 de marzo,Quito,Liga de Quito,Toluca,2016,1,2
15 de marzo,Buenos Aires,San Lorenzo,Gremio,2016,1,1
5 de abril,Toluca,Toluca,Liga de Quito,2016,2,1
12 de abril,Toluca,Toluca,San Lorenzo,2016,2,1
13 de abril,Quito,Liga de Quito,Gremio,2016,2,3
19 de abril,Buenos Aires,San Lorenzo,Liga de Quito,2016,1,1
19 de abril,Porto Alegre,Gremio,Toluca,2016,1,0
16 de febrero,San Cristóbal,Deportivo Táchira,Olimpia,2016,2,1
18 de febrero,Ciudad de México,Pumas UNAM,Emelec,2016,4,2
25 de febrero,Portoviejo[11]​[12]​,Emelec,Deportivo Táchira,2016,2,0
1 de marzo,Asunción,Olimpia,Pumas UNAM,2016,0,2
8 de marzo,Manta,Emelec,Olimpia,2016,2,2
9 de marzo,San Cristóbal,Deportivo Táchira,Pumas UNAM,2016,2,0
17 de marzo,Asunción,Olimpia,Emelec,2016,4,2
17 de marzo,Ciudad de México,Pumas UNAM,Deportivo Táchira,2016,4,1
5 de abril,San Cristóbal,Deportivo Táchira,Emelec,2016,1,0
6 de abril,Ciudad de México,Pumas UNAM,Olimpia,2016,4,1
13 de abril,Asunción,Olimpia,Deportivo Táchira,2016,4,0
13 de abril,Manta,Emelec,Pumas UNAM,2016,2,3
16 de febrero,Bogotá,Santa Fe,Cerro Porteño,2016,0,0
17 de febrero,El Salvador,Cobresal,Corinthians,2016,0,1
25 de febrero,Asunción,Cerro Porteño,Cobresal,2016,2,1
2 de marzo,São Paulo,Corinthians,Santa Fe,2016,1,0
9 de marzo,El Salvador,Cobresal,Santa Fe,2016,1,2
9 de marzo,Asunción,Cerro Porteño,Corinthians,2016,3,2
15 de marzo,Bogotá,Santa Fe,Cobresal,2016,3,0
16 de marzo,São Paulo,Corinthians,Cerro Porteño,2016,2,0
6 de abril,Bogotá,Santa Fe,Corinthians,2016,1,1
13 de abril,El Salvador,Cobresal,Cerro Porteño,2016,2,0
20 de abril,São Paulo,Corinthians,Cobresal,2016,6,0
20 de abril,Asunción,Cerro Porteño,Santa Fe,2016,1,0
26 de abril,Buenos Aires,Huracán,Atlético Nacional,2016,0,0
3 de mayo,Medellín,Atlético Nacional,Huracán,2016,4,2
27 de abril,Porto Alegre,Gremio,Rosario Central,2016,0,1
5 de mayo,Rosario,Rosario Central,Gremio,2016,3,0
27 de abril,Buenos Aires,Racing Club,Atlético Mineiro,2016,0,0
4 de mayo,Belo Horizonte,Atlético Mineiro,Racing Club,2016,2,1
28 de abril,São Paulo,São Paulo,Toluca,2016,4,0
4 de mayo,Toluca de Lerdo,Toluca,São Paulo,2016,3,1
26 de abril,San Cristóbal,Deportivo Táchira,Pumas UNAM,2016,1,0
3 de mayo,Ciudad de México,Pumas UNAM,Deportivo Táchira,2016,2,0
28 de abril,Quito,Independiente del Valle,River Plate,2016,2,0
4 de mayo,Buenos Aires,River Plate,Independiente del Valle,2016,1,0
27 de abril,Montevideo,Nacional,Corinthians,2016,0,0
4 de mayo,São Paulo,Corinthians,Nacional,2016,2,2
28 de abril,Asunción,Cerro Porteño,Boca Juniors,2016,1,2
5 de mayo,Buenos Aires,Boca Juniors,Cerro Porteño,2016,3,1
12 de mayo,Rosario,Rosario Central,Atlético Nacional,2016,1,0
19 de mayo,Medellín,Atlético Nacional,Rosario Central,2016,3,1
11 de mayo,São Paulo,São Paulo,Atlético Mineiro,2016,1,0
18 de mayo,Belo Horizonte,Atlético Mineiro,São Paulo,2016,2,1
17 de mayo,Quito,Independiente del Valle,Pumas UNAM,2016,2,1
24 de mayo,Ciudad de México,Pumas UNAM,Independiente del Valle,2016,2,1
12 de mayo,Montevideo,Nacional,Boca Juniors,2016,1,1
19 de mayo,Buenos Aires,Boca Juniors,Nacional,2016,1,1
6 de julio,São Paulo,São Paulo,Atlético Nacional,2016,0,2
13 de julio,Medellín,Atlético Nacional,São Paulo,2016,2,1
7 de julio,Quito,Independiente del Valle,Boca Juniors,2016,2,1
14 de julio,Buenos Aires,Boca Juniors,Independiente del Valle,2016,2,3
20 de julio,Quito,Independiente del Valle,Atlético Nacional,2016,1,1
27 de julio,Medellín,Atlético Nacional,Independiente del Valle,2016,1,0
14 de marzo,Guayaquil,Barcelona,Atlético Nacional,2017,2,1
14 de marzo,Río de Janeiro,Botafogo,Estudiantes (LP),2017,2,1
11 de abril,La Plata,Estudiantes (LP),Barcelona,2017,0,2
13 de abril,Medellín,Atlético Nacional,Botafogo,2017,0,2
19 de abril,La Plata,Estudiantes (LP),Atlético Nacional,2017,1,0
20 de abril,Guayaquil,Barcelona,Botafogo,2017,1,1
2 de mayo,Medellín,Atlético Nacional,Estudiantes (LP),2017,4,1
2 de mayo,Río de Janeiro,Botafogo,Barcelona,2017,0,2
18 de mayo,Guayaquil,Barcelona,Estudiantes (LP),2017,0,3
18 de mayo,Río de Janeiro,Botafogo,Atlético Nacional,2017,1,0
25 de mayo,Medellín,Atlético Nacional,Barcelona,2017,3,1
25 de mayo,Quilmes,Estudiantes (LP),Botafogo,2017,1,0
9 de marzo,La Paz,The Strongest,Santa Fe,2017,2,0
9 de marzo,Lima,Sporting Cristal,Santos,2017,1,1
16 de marzo,Bogotá,Santa Fe,Sporting Cristal,2017,3,0
16 de marzo,Santos,Santos,The Strongest,2017,2,0
18 de abril,Lima,Sporting Cristal,The Strongest,2017,0,0
19 de abril,Bogotá,Santa Fe,Santos,2017,0,0
4 de mayo,La Paz,The Strongest,Sporting Cristal,2017,5,1
4 de mayo,São Paulo,Santos,Santa Fe,2017,3,2
17 de mayo,Lima,Sporting Cristal,Santa Fe,2017,0,2
17 de mayo,La Paz,The Strongest,Santos,2017,1,1
23 de mayo,Santos,Santos,Sporting Cristal,2017,4,0
23 de mayo,Bogotá,Santa Fe,The Strongest,2017,1,1
14 de marzo,Arequipa,Melgar,Emelec,2017,1,0
15 de marzo,Medellín,Independiente Medellín,River Plate,2017,1,3
13 de abril,Guayaquil,Emelec,Independiente Medellín,2017,1,0
13 de abril,Buenos Aires,River Plate,Melgar,2017,4,2
20 de abril,Medellín,Independiente Medellín,Melgar,2017,2,0
26 de abril,Arequipa,Melgar,Independiente Medellín,2017,1,2
27 de abril,Guayaquil,Emelec,River Plate,2017,1,2
10 de mayo,Buenos Aires,River Plate,Emelec,2017,1,1
16 de mayo,Medellín,Independiente Medellín,Emelec,2017,1,2
18 de mayo,Arequipa,Melgar,River Plate,2017,2,3
25 de mayo,Buenos Aires,River Plate,Independiente Medellín,2017,1,2
25 de mayo,Guayaquil,Emelec,Melgar,2017,3,0
7 de marzo,Curitiba,Atlético Paranaense,Universidad Católica,2017,2,2
8 de marzo,Río de Janeiro,Flamengo,San Lorenzo,2017,4,0
15 de marzo,Buenos Aires,San Lorenzo,Atlético Paranaense,2017,0,1
15 de marzo,Santiago,Universidad Católica,Flamengo,2017,1,0
12 de abril,Santiago,Universidad Católica,San Lorenzo,2017,1,1
12 de abril,Río de Janeiro,Flamengo,Atlético Paranaense,2017,2,1
25 de abril,Buenos Aires,San Lorenzo,Universidad Católica,2017,2,1
26 de abril,Curitiba,Atlético Paranaense,Flamengo,2017,2,1
3 de mayo,Curitiba,Atlético Paranaense,San Lorenzo,2017,0,3
3 de mayo,Río de Janeiro,Flamengo,Universidad Católica,2017,3,1
17 de mayo,Buenos Aires,San Lorenzo,Flamengo,2017,2,1
17 de mayo,Santiago,Universidad Católica,Atlético Paranaense,2017,2,3
7 de marzo,Cochabamba,Jorge Wilstermann,Peñarol,2017,6,2
8 de marzo,Tucumán,Atlético Tucumán,Palmeiras,2017,1,1
15 de marzo,São Paulo,Palmeiras,Jorge Wilstermann,2017,1,0
16 de marzo,Montevideo,Peñarol,Atlético Tucumán,2017,2,1
11 de abril,Cochabamba,Jorge Wilstermann,Atlético Tucumán,2017,2,1
12 de abril,São Paulo,Palmeiras,Peñarol,2017,3,2
25 de abril,Tucumán,Atlético Tucumán,Jorge Wilstermann,2017,2,1
26 de abril,Montevideo,Peñarol,Palmeiras,2017,2,3
2 de mayo,Tucumán,Atlético Tucumán,Peñarol,2017,2,1
3 de mayo,Cochabamba,Jorge Wilstermann,Palmeiras,2017,3,2
24 de mayo,Montevideo,Peñarol,Jorge Wilstermann,2017,2,0
24 de mayo,São Paulo,Palmeiras,Atlético Tucumán,2017,3,1
8 de marzo,Mendoza,Godoy Cruz,Atlético Mineiro,2017,1,1
8 de marzo,Santa Cruz *,Sport Boys,Libertad,2017,3,3
11 de abril,Asunción,Libertad,Godoy Cruz,2017,1,2
13 de abril,Belo Horizonte,Atlético Mineiro,Sport Boys,2017,5,2
19 de abril,Asunción,Libertad,Atlético Mineiro,2017,1,0
20 de abril,Mendoza,Godoy Cruz,Sport Boys,2017,2,0
26 de abril,Belo Horizonte,Atlético Mineiro,Libertad,2017,2,0
27 de abril,Santa Cruz *,Sport Boys,Godoy Cruz,2017,1,3
3 de mayo,Santa Cruz *,Sport Boys,Atlético Mineiro,2017,1,5
4 de mayo,Mendoza,Godoy Cruz,Libertad,2017,1,1
16 de mayo,Belo Horizonte,Atlético Mineiro,Godoy Cruz,2017,4,1
16 de mayo,Asunción,Libertad,Sport Boys,2017,1,1
7 de marzo,Maracaibo,Zulia,Chapecoense,2017,1,2
9 de marzo,Lanús,Lanús,Nacional,2017,0,1
15 de marzo,Montevideo,Nacional,Zulia,2017,0,1
16 de marzo,Chapecó,Chapecoense,Lanús,2017,1,3
18 de abril,Lanús,Lanús,Zulia,2017,5,0
18 de abril,Chapecó,Chapecoense,Nacional,2017,1,1
27 de abril,Montevideo,Nacional,Chapecoense,2017,3,0
27 de abril,Maracaibo,Zulia,Lanús,2017,1,1
16 de mayo,Maracaibo,Zulia,Nacional,2017,0,0
17 de mayo,Lanús,Lanús,Chapecoense,2017,3,0
23 de mayo,Montevideo,Nacional,Lanús,2017,0,1
23 de mayo,Chapecó,Chapecoense,Zulia,2017,2,1
7 de marzo,Calama,Deportes Iquique,Guarani,2017,0,1
9 de marzo,Barinas,Zamora,Gremio,2017,0,2
11 de abril,Porto Alegre,Gremio,Deportes Iquique,2017,3,2
12 de abril,Asunción,Guarani,Zamora,2017,3,1
19 de abril,Barinas,Zamora,Deportes Iquique,2017,1,4
20 de abril,Asunción,Guarani,Gremio,2017,1,1
25 de abril,Calama,Deportes Iquique,Zamora,2017,4,3
27 de abril,Porto Alegre,Gremio,Guarani,2017,4,1
3 de mayo,Calama,Deportes Iquique,Gremio,2017,2,1
4 de mayo,Barinas,Zamora,Guarani,2017,1,3
25 de mayo,Porto Alegre,Gremio,Zamora,2017,4,0
25 de mayo,Asunción,Guarani,Deportes Iquique,2017,0,0
4 de julio,Asunción,Guarani,River Plate,2017,0,2
8 de agosto,Buenos Aires,River Plate,Guarani,2017,1,1
5 de julio,Cochabamba,Jorge Wilstermann,Atlético Mineiro,2017,1,0
9 de agosto,Belo Horizonte,Atlético Mineiro,Jorge Wilstermann,2017,0,0
6 de julio,Guayaquil,Emelec,San Lorenzo,2017,0,1
10 de agosto,Buenos Aires,San Lorenzo,Emelec,2017,0,1
6 de julio,La Paz,The Strongest,Lanús,2017,1,1
8 de agosto,Lanús,Lanús,The Strongest,2017,1,0
5 de julio,Curitiba,Atlético Paranaense,Santos,2017,2,3
10 de agosto,Santos,Santos,Atlético Paranaense,2017,1,0
5 de julio,Guayaquil,Barcelona,Palmeiras,2017,1,0
9 de agosto,São Paulo,Palmeiras,Barcelona,2017,1,0
6 de julio,Montevideo,Nacional,Botafogo,2017,0,1
10 de agosto,Río de Janeiro,Botafogo,Nacional,2017,2,0
4 de julio,Mendoza,Godoy Cruz,Gremio,2017,0,1
9 de agosto,Porto Alegre,Gremio,Godoy Cruz,2017,2,1
14 de septiembre,Cochabamba,Jorge Wilstermann,River Plate,2017,3,0
21 de septiembre,Buenos Aires,River Plate,Jorge Wilstermann,2017,8,0
13 de septiembre,Buenos Aires,San Lorenzo,Lanús,2017,2,0
21 de septiembre,Lanús,Lanús,San Lorenzo,2017,2,0
13 de septiembre,Guayaquil,Barcelona,Santos,2017,1,1
20 de septiembre,Santos,Santos,Barcelona,2017,0,1
13 de septiembre,Río de Janeiro,Botafogo,Gremio,2017,0,0
20 de septiembre,Porto Alegre,Gremio,Botafogo,2017,1,0
24 de octubre,Buenos Aires,River Plate,Lanús,2017,1,0
31 de octubre,Lanús,Lanús,River Plate,2017,4,2
25 de octubre,Guayaquil,Barcelona,Gremio,2017,0,3
1 de noviembre,Porto Alegre,Gremio,Barcelona,2017,0,1
22 de noviembre,Porto Alegre,Gremio,Lanús,2017,1,0
29 de noviembre,Lanús,Lanús,Gremio,2017,1,2
27 de febrero,Maturín,Monagas,Cerro Porteño,2018,0,2
27 de febrero,Montevideo,Defensor Sporting,Gremio,2018,1,1
13 de marzo,Asunción,Cerro Porteño,Defensor Sporting,2018,2,1
4 de abril,Porto Alegre,Gremio,Monagas,2018,4,0
17 de abril,Montevideo,Defensor Sporting,Monagas,2018,3,1
17 de abril,Asunción,Cerro Porteño,Gremio,2018,0,0
25 de abril,Maturín,Monagas,Defensor Sporting,2018,1,0
1 de mayo,Porto Alegre,Gremio,Cerro Porteño,2018,5,0
15 de mayo,Montevideo,Defensor Sporting,Cerro Porteño,2018,0,1
15 de mayo,Maturín,Monagas,Gremio,2018,1,2
23 de mayo,Asunción,Cerro Porteño,Monagas,2018,3,2
23 de mayo,Porto Alegre,Gremio,Defensor Sporting,2018,1,0
27 de febrero,Santiago,Colo-Colo,Atlético Nacional,2018,0,1
28 de febrero,Manta,Delfín,Bolívar,2018,1,1
14 de marzo,La Paz,Bolívar,Colo-Colo,2018,1,1
14 de marzo,Medellín,Atlético Nacional,Delfín,2018,4,0
5 de abril,Santiago,Colo-Colo,Delfín,2018,0,2
5 de abril,La Paz,Bolívar,Atlético Nacional,2018,1,0
24 de abril,Medellín,Atlético Nacional,Bolívar,2018,4,1
2 de mayo,Manta,Delfín,Colo-Colo,2018,1,2
15 de mayo,Manta,Delfín,Atlético Nacional,2018,1,0
15 de mayo,Santiago,Colo-Colo,Bolívar,2018,2,0
24 de mayo,Medellín,Atlético Nacional,Colo-Colo,2018,0,0
24 de mayo,La Paz,Bolívar,Delfín,2018,2,1
13 de marzo,Tucumán,Atlético Tucumán,Libertad,2018,0,2
15 de marzo,La Paz,The Strongest,Peñarol,2018,1,0
3 de abril,Asunción,Libertad,The Strongest,2018,3,0
4 de abril,Montevideo,Peñarol,Atlético Tucumán,2018,3,1
18 de abril,La Paz,The Strongest,Atlético Tucumán,2018,1,2
18 de abril,Asunción,Libertad,Peñarol,2018,2,1
25 de abril,Tucumán,Atlético Tucumán,The Strongest,2018,3,0
26 de abril,Montevideo,Peñarol,Libertad,2018,2,0
2 de mayo,Tucumán,Atlético Tucumán,Peñarol,2018,1,0
3 de mayo,La Paz,The Strongest,Libertad,2018,1,3
17 de mayo,Asunción,Libertad,Atlético Tucumán,2018,0,0
17 de mayo,Montevideo,Peñarol,The Strongest,2018,2,0
28 de febrero,Río de Janeiro,Flamengo,River Plate,2018,2,2
1 de marzo,Bogotá,Santa Fe,Emelec,2018,1,1
14 de marzo,Guayaquil,Emelec,Flamengo,2018,1,2
5 de abril,Buenos Aires,River Plate,Santa Fe,2018,0,0
18 de abril,Río de Janeiro,Flamengo,Santa Fe,2018,1,1
19 de abril,Guayaquil,Emelec,River Plate,2018,0,1
25 de abril,Bogotá,Santa Fe,Flamengo,2018,0,0
26 de abril,Buenos Aires,River Plate,Emelec,2018,2,1
3 de mayo,Bogotá,Santa Fe,River Plate,2018,0,1
16 de mayo,Río de Janeiro,Flamengo,Emelec,2018,2,0
23 de mayo,Guayaquil,Emelec,Santa Fe,2018,0,3
23 de mayo,Buenos Aires,River Plate,Flamengo,2018,0,0
27 de febrero,Avellaneda,Racing Club,Cruzeiro,2018,4,2
13 de marzo,Río de Janeiro,Vasco da Gama,Universidad de Chile,2018,0,1
3 de abril,Santiago,Universidad de Chile,Racing Club,2018,1,1
4 de abril,Belo Horizonte,Cruzeiro,Vasco da Gama,2018,0,0
19 de abril,Avellaneda,Racing Club,Vasco da Gama,2018,4,0
19 de abril,Santiago,Universidad de Chile,Cruzeiro,2018,0,0
26 de abril,Belo Horizonte,Cruzeiro,Universidad de Chile,2018,7,0
26 de abril,Río de Janeiro,Vasco da Gama,Racing Club,2018,1,1
2 de mayo,Río de Janeiro,Vasco da Gama,Cruzeiro,2018,0,4
3 de mayo,Avellaneda,Racing Club,Universidad de Chile,2018,1,0
22 de mayo,Santiago,Universidad de Chile,Vasco da Gama,2018,0,2
22 de mayo,Belo Horizonte,Cruzeiro,Racing Club,2018,2,1
28 de febrero,Montevideo,Nacional,Estudiantes (LP),2018,0,0
1 de marzo,Cuzco,Real Garcilaso,Santos,2018,2,0
14 de marzo,La Plata,Estudiantes (LP),Real Garcilaso,2018,3,0
15 de marzo,São Paulo,Santos,Nacional,2018,3,1
3 de abril,Cuzco,Real Garcilaso,Nacional,2018,0,0
5 de abril,Quilmes,Estudiantes (LP),Santos,2018,0,1
24 de abril,Santos,Santos,Estudiantes (LP),2018,2,0
25 de abril,Montevideo,Nacional,Real Garcilaso,2018,4,0
1 de mayo,Cuzco,Real Garcilaso,Estudiantes (LP),2018,0,0
1 de mayo,Montevideo,Nacional,Santos,2018,1,0
24 de mayo,Santos,Santos,Real Garcilaso,2018,0,0
24 de mayo,La Plata,Estudiantes (LP),Nacional,2018,3,1
28 de febrero,Bogotá,Millonarios,Corinthians,2018,0,0
1 de marzo,Cabudare,Deportivo Lara,Independiente,2018,1,0
14 de marzo,São Paulo,Corinthians,Deportivo Lara,2018,2,0
15 de marzo,Avellaneda,Independiente,Millonarios,2018,1,0
17 de abril,Bogotá,Millonarios,Deportivo Lara,2018,4,0
18 de abril,Avellaneda,Independiente,Corinthians,2018,0,1
24 de abril,Cabudare,Deportivo Lara,Millonarios,2018,2,1
2 de mayo,São Paulo,Corinthians,Independiente,2018,1,2
17 de mayo,Bogotá,Millonarios,Independiente,2018,1,1
17 de mayo,Cabudare,Deportivo Lara,Corinthians,2018,2,7
24 de mayo,São Paulo,Corinthians,Millonarios,2018,0,1
24 de mayo,Avellaneda,Independiente,Deportivo Lara,2018,2,0
1 de marzo,Lima,Alianza Lima,Boca Juniors,2018,0,0
1 de marzo,Barranquilla,Junior,Palmeiras,2018,0,3
3 de abril,São Paulo,Palmeiras,Alianza Lima,2018,2,0
4 de abril,Buenos Aires,Boca Juniors,Junior,2018,1,0
11 de abril,São Paulo,Palmeiras,Boca Juniors,2018,1,1
19 de abril,Lima,Alianza Lima,Junior,2018,0,2
25 de abril,Buenos Aires,Boca Juniors,Palmeiras,2018,0,2
26 de abril,Barranquilla,Junior,Alianza Lima,2018,1,0
2 de mayo,Barranquilla,Junior,Boca Juniors,2018,1,1
3 de mayo,Lima,Alianza Lima,Palmeiras,2018,1,3
16 de mayo,Buenos Aires,Boca Juniors,Alianza Lima,2018,5,0
16 de mayo,São Paulo,Palmeiras,Junior,2018,3,1
9 de agosto,Avellaneda,Racing Club,River Plate,2018,0,0
29 de agosto,Buenos Aires,River Plate,Racing Club,2018,3,0
21 de agosto,Avellaneda,Independiente,Santos,2018,3,0
28 de agosto,São Paulo,Santos,Independiente,2018,0,0
7 de agosto,Quilmes,Estudiantes (LP),Gremio,2018,2,1
28 de agosto,Porto Alegre,Gremio,Estudiantes (LP),2018,2,1
9 de agosto,San Miguel de Tucumán,Atlético Tucumán,Atlético Nacional,2018,2,0
28 de agosto,Medellín,Atlético Nacional,Atlético Tucumán,2018,1,0
8 de agosto,Santiago,Colo-Colo,Corinthians,2018,1,0
29 de agosto,São Paulo,Corinthians,Colo-Colo,2018,2,1
9 de agosto,Asunción,Cerro Porteño,Palmeiras,2018,0,2
30 de agosto,São Paulo,Palmeiras,Cerro Porteño,2018,0,1
8 de agosto,Río de Janeiro,Flamengo,Cruzeiro,2018,0,2
29 de agosto,Belo Horizonte,Cruzeiro,Flamengo,2018,0,1
8 de agosto,Buenos Aires,Boca Juniors,Libertad,2018,2,0
30 de agosto,Asunción,Libertad,Boca Juniors,2018,2,4
19 de septiembre,Avellaneda,Independiente,River Plate,2018,0,0
2 de octubre,Buenos Aires,River Plate,Independiente,2018,3,1
18 de septiembre,San Miguel de Tucumán,Atlético Tucumán,Gremio,2018,0,2
2 de octubre,Porto Alegre,Gremio,Atlético Tucumán,2018,4,0
20 de septiembre,Santiago,Colo-Colo,Palmeiras,2018,0,2
3 de octubre,São Paulo,Palmeiras,Colo-Colo,2018,2,0
19 de septiembre,Buenos Aires,Boca Juniors,Cruzeiro,2018,2,0
4 de octubre,Belo Horizonte,Cruzeiro,Boca Juniors,2018,1,1
23 de octubre,Buenos Aires,River Plate,Gremio,2018,0,1
30 de octubre,Porto Alegre,Gremio,River Plate,2018,1,2
24 de octubre,Buenos Aires,Boca Juniors,Palmeiras,2018,2,0
31 de octubre,São Paulo,Palmeiras,Boca Juniors,2018,2,2
11 de noviembre,Buenos Aires,Boca Juniors,River Plate,2018,2,2
9 de diciembre,Madrid (España),River Plate,Boca Juniors,2018,3,1
6 de marzo,Santiago,Palestino,Internacional,2019,0,1
6 de marzo,Lima,Alianza Lima,River Plate,2019,1,1
13 de marzo,Porto Alegre,Internacional,Alianza Lima,2019,2,0
13 de marzo,Buenos Aires,River Plate,Palestino,2019,0,0
2 de abril,Santiago,Palestino,Alianza Lima,2019,3,0
3 de abril,Porto Alegre,Internacional,River Plate,2019,2,2
9 de abril,Porto Alegre,Internacional,Palestino,2019,3,2
11 de abril,Buenos Aires,River Plate,Alianza Lima,2019,3,0
24 de abril,Santiago,Palestino,River Plate,2019,0,2
24 de abril,Lima,Alianza Lima,Internacional,2019,0,1
7 de mayo,Buenos Aires,River Plate,Internacional,2019,2,2
7 de mayo,Lima,Alianza Lima,Palestino,2019,1,2
7 de marzo,Buenos Aires,Huracán,Cruzeiro,2019,0,1
8 de marzo[n.,Cabudare,Deportivo Lara,Emelec,2019,0,0
14 de marzo,Guayaquil,Emelec,Huracán,2019,0,0
27 de marzo[n.,Belo Horizonte,Cruzeiro,Deportivo Lara,2019,2,0
3 de abril,Cabudare,Deportivo Lara,Huracán,2019,2,1
3 de abril,Guayaquil,Emelec,Cruzeiro,2019,0,1
10 de abril[n.,Belo Horizonte,Cruzeiro,Huracán,2019,4,0
11 de abril,Guayaquil,Emelec,Deportivo Lara,2019,2,2
23 de abril,Cabudare,Deportivo Lara,Cruzeiro,2019,0,2
23 de abril,Buenos Aires,Huracán,Emelec,2019,1,2
8 de mayo,Buenos Aires,Huracán,Deportivo Lara,2019,3,0
8 de mayo,Belo Horizonte,Cruzeiro,Emelec,2019,1,2
5 de marzo,Mendoza,Godoy Cruz,Olimpia,2019,0,0
6 de marzo,Concepción,Universidad de Concepción,Sporting Cristal,2019,5,4
12 de marzo,Asunción,Olimpia,Universidad de Concepción,2019,1,1
12 de marzo,Lima,Sporting Cristal,Godoy Cruz,2019,1,1
3 de abril,Concepción,Universidad de Concepción,Godoy Cruz,2019,0,0
4 de abril,Lima,Sporting Cristal,Olimpia,2019,0,3
9 de abril,Asunción,Olimpia,Godoy Cruz,2019,2,1
10 de abril,Lima,Sporting Cristal,Universidad de Concepción,2019,2,0
23 de abril,Concepción,Universidad de Concepción,Olimpia,2019,3,3
23 de abril,Mendoza,Godoy Cruz,Sporting Cristal,2019,2,0
9 de mayo,Mendoza,Godoy Cruz,Universidad de Concepción,2019,1,0
9 de mayo,Asunción,Olimpia,Sporting Cristal,2019,0,1
5 de marzo,Oruro,San José,Flamengo,2019,0,1
7 de marzo,Quito,Liga de Quito,Peñarol,2019,2,0
13 de marzo,Río de Janeiro,Flamengo,Liga de Quito,2019,3,1
14 de marzo,Montevideo,Peñarol,San José,2019,4,0
2 de abril,Oruro,San José,Liga de Quito,2019,3,3
3 de abril,Río de Janeiro,Flamengo,Peñarol,2019,0,1
9 de abril,Montevideo,Peñarol,Liga de Quito,2019,1,0
11 de abril,Río de Janeiro,Flamengo,San José,2019,6,1
24 de abril,Oruro,San José,Peñarol,2019,3,1
24 de abril,Quito,Liga de Quito,Flamengo,2019,2,1
8 de mayo,Quito,Liga de Quito,San José,2019,4,0
8 de mayo,Montevideo,Peñarol,Flamengo,2019,0,0
6 de marzo,Belo Horizonte,Atlético Mineiro,Cerro Porteño,2019,0,1
6 de marzo,Barinas,Zamora,Nacional,2019,0,1
12 de marzo,Montevideo,Nacional,Atlético Mineiro,2019,1,0
13 de marzo,Asunción,Cerro Porteño,Zamora,2019,2,1
2 de abril,Asunción,Cerro Porteño,Nacional,2019,1,0
3 de abril,Belo Horizonte,Atlético Mineiro,Zamora,2019,3,2
10 de abril,Montevideo,Nacional,Zamora,2019,1,0
10 de abril,Asunción,Cerro Porteño,Atlético Mineiro,2019,4,1
23 de abril,Belo Horizonte,Atlético Mineiro,Nacional,2019,0,1
25 de abril,Barinas,Zamora,Cerro Porteño,2019,2,1
7 de mayo,Barinas,Zamora,Atlético Mineiro,2019,1,2
7 de mayo,Montevideo,Nacional,Cerro Porteño,2019,1,1
5 de marzo,Arequipa,Melgar,San Lorenzo,2019,0,0
6 de marzo,Barranquilla,Junior,Palmeiras,2019,0,2
12 de marzo,São Paulo,Palmeiras,Melgar,2019,3,0
13 de marzo,Buenos Aires,San Lorenzo,Junior,2019,1,0
2 de abril,Buenos Aires,San Lorenzo,Palmeiras,2019,1,0
2 de abril,Arequipa,Melgar,Junior,2019,1,0
9 de abril,Buenos Aires,San Lorenzo,Melgar,2019,2,0
10 de abril,São Paulo,Palmeiras,Junior,2019,3,0
25 de abril,Barranquilla,Junior,San Lorenzo,2019,1,0
25 de abril,Arequipa,Melgar,Palmeiras,2019,0,4
8 de mayo,Barranquilla,Junior,Melgar,2019,0,1
8 de mayo,São Paulo,Palmeiras,San Lorenzo,2019,1,0
5 de marzo,Cochabamba,Jorge Wilstermann,Boca Juniors,2019,0,0
5 de marzo,Ibagué,Deportes Tolima,Athletico Paranaense,2019,1,0
12 de marzo,Buenos Aires,Boca Juniors,Deportes Tolima,2019,3,0
14 de marzo,Curitiba,Athletico Paranaense,Jorge Wilstermann,2019,4,0
2 de abril,Curitiba,Athletico Paranaense,Boca Juniors,2019,3,0
3 de abril,Ibagué,Deportes Tolima,Jorge Wilstermann,2019,2,2
9 de abril,Curitiba,Athletico Paranaense,Deportes Tolima,2019,1,0
10 de abril,Buenos Aires,Boca Juniors,Jorge Wilstermann,2019,4,0
24 de abril,Cochabamba,Jorge Wilstermann,Athletico Paranaense,2019,3,2
24 de abril,Ibagué,Deportes Tolima,Boca Juniors,2019,2,2
9 de mayo,Cochabamba,Jorge Wilstermann,Deportes Tolima,2019,0,2
9 de mayo,Buenos Aires,Boca Juniors,Athletico Paranaense,2019,2,1
5 de marzo,Asunción,Libertad,Universidad Católica,2019,4,1
6 de marzo,Rosario,Rosario Central,Gremio,2019,1,1
12 de marzo,Porto Alegre,Gremio,Libertad,2019,0,1
13 de marzo,Santiago,Universidad Católica,Rosario Central,2019,2,1
4 de abril,Santiago,Universidad Católica,Gremio,2019,1,0
4 de abril,Asunción,Libertad,Rosario Central,2019,2,0
10 de abril,Porto Alegre,Gremio,Rosario Central,2019,3,1
10 de abril,Santiago,Universidad Católica,Libertad,2019,2,3
